,intervention,error_partial,error_full,seed
0,-17.27048428837601,0.03121985592925655,0.007958436047646416,1729
1,-14.458905568334313,0.0257091678057493,0.005524762385721908,1729
2,-4.588687203238283,0.004766724681706265,0.002596247757081853,1729
3,13.179660827278838,0.043963367338367046,0.13434630354268431,1729
4,11.535055536647604,0.03950114495985474,0.11029392382586733,1729
5,13.690488969896379,0.04536108548210021,0.1387942697406276,1729
6,-12.74700759883515,0.021002549067205948,0.004548044506183818,1729
7,-14.755000187718268,0.026273467032446884,0.005757068621554665,1729
8,27.655739946154178,0.0848640789270445,0.2189753640802955,1729
9,3.91239652614518,0.018719429840040866,0.013885221905044667,1729
10,-25.983178306238422,0.04987136332315118,0.01758775004611439,1729
11,14.003454058610572,0.04621994774705996,0.1409907227339193,1729
12,0.5873957395907645,0.01000260284145413,0.007797974061862466,1729
13,-16.345584035262025,0.029353153221953664,0.00710742197753246,1729
14,-9.5129350281486,0.013080606852286314,0.0033489068110645432,1729
15,0.7195906437302142,0.010350210145053858,0.00805217983024318,1729
16,27.64337139128915,0.08482839446531476,0.21888407085329478,1729
17,6.84326548885916,0.026590788966150133,0.022875966942334017,1729
18,15.144035775912748,0.049366169140031356,0.14730824104059417,1729
19,24.02374788351529,0.07442566694146806,0.19341096978251454,1729
20,-9.172123473509,0.012321528039984708,0.003243990404920233,1729
21,9.301519117483522,0.03348661839177377,0.05889738811379027,1729
22,-6.175937127094983,0.006668364505107107,0.0026711586089228317,1729
23,-22.38838679555086,0.04196381427980204,0.013320340632046856,1729
24,-2.5306781010474353,0.0047095179042506725,0.0028892964264413514,1729
25,-21.862713490135455,0.04082741626832583,0.012728642549416457,1729
26,-18.110129940973884,0.03293190926350486,0.008770578369684139,1729
27,-11.3119374901788,0.017349854263158188,0.003979035426308429,1729
28,-0.8873888625422026,0.006379700109223921,0.005444716469887421,1729
29,-3.1948694143199106,0.004281791211224182,0.0026753634366272123,1729
30,13.997333264249058,0.046203127598299774,0.14094788102769454,1729
31,-2.516904148964379,0.004722458140355898,0.0029303260759505536,1729
32,0.19519688592597362,0.009022295052825298,0.006984606762934018,1729
33,-27.118575047272955,0.052429280423940676,0.019013390901178026,1729
34,2.6851661993392923,0.015418255936878034,0.011847479500337217,1729
35,21.484625258219793,0.06718013138094187,0.17755683064322444,1729
36,-3.4844155231218323,0.004253484085125569,0.0026387797018731745,1729
37,5.740901673071342,0.023613926002207995,0.017614318237718814,1729
38,-0.7058594449023623,0.006614092267035313,0.005881416968594155,1729
39,-26.31463812708801,0.05061575265315478,0.017999641653985033,1729
40,-21.468656942036908,0.03998207795314704,0.012290079990633758,1729
41,-3.5073689858711568,0.004254535429070876,0.0026363998088280187,1729
42,8.308251707710994,0.0306783073630373,0.039356163120046625,1729
43,-2.753304497992584,0.004519841838134393,0.0027683443198917835,1729
44,28.77059679380831,0.08808502173511941,0.22733834831097305,1729
45,-0.1797659965626579,0.007536635976737982,0.006063563350905445,1729
46,29.273526868898465,0.08954018529037926,0.23119146951740213,1729
47,26.63259017155459,0.08191510057666203,0.21151130206941224,1729
48,-11.247344551052223,0.017189829466242253,0.003954852674026367,1729
49,1.636101783930478,0.012841585945337025,0.010221243757725831,1729
50,14.628368636016297,0.047941099995104916,0.1446903445331451,1729
51,24.483934465881497,0.07574392577319763,0.196463721818519,1729
52,26.63121731359479,0.08191118391848111,0.21150129421699285,1729
53,19.80285768085055,0.06241404631902602,0.16808068306475757,1729
54,-14.639155294329395,0.02606279040503222,0.005665405735554481,1729
55,-27.141259304488997,0.05248057309099486,0.019042230900336514,1729
56,-9.242455107148494,0.012476608054989444,0.0032652478189997233,1729
57,-16.45862745234031,0.02958043135488921,0.007209680773446537,1729
58,4.148815709077695,0.01934300154810491,0.014313146535303706,1729
59,11.236248690598877,0.03869806565418088,0.10380713897475867,1729
60,-11.266671750992664,0.01723764796988402,0.003962117893160858,1729
61,11.162432920776254,0.03849996303201445,0.10216824868273416,1729
62,9.517422180755062,0.03408509791413926,0.06379978841257182,1729
63,16.075164970423224,0.05194902636861894,0.15113661978781237,1729
64,-5.007672621308451,0.005162706682954869,0.0026083908541918877,1729
65,27.991945028504922,0.08583480597546135,0.22147304277797958,1729
66,7.897535184993167,0.02952002032754458,0.03347447613975685,1729
67,-19.637687150276616,0.036101362904778875,0.010319478262400972,1729
68,3.823417707404168,0.018485996395062078,0.013734397322464243,1729
69,14.020825572542194,0.04626767955618806,0.14110690453245062,1729
70,21.031133775039272,0.06589266670939782,0.17490156188990813,1729
71,28.931425815775953,0.0885502377485684,0.22856918495743275,1729
72,-5.482556510423578,0.005710632239977399,0.002633360272203858,1729
73,-24.911310658079675,0.04747905643813213,0.016275120981314953,1729
74,-1.0671830878420963,0.006177707538208888,0.00488980439003353,1729
75,7.532799141355781,0.02849885552893901,0.028957347271633203,1729
76,-19.640947644637336,0.036108207984092755,0.010322869996042944,1729
77,-21.6476654286436,0.04036582841543163,0.012488849172837806,1729
78,9.120732925085385,0.032979625535932935,0.05511293896695174,1729
79,4.984204954569819,0.02158595933777845,0.015809019673731287,1729
80,17.85073726217803,0.05691154323797636,0.15852001237009314,1729
81,-18.533100214691462,0.033802550395859526,0.009190330426720185,1729
82,9.828964437617842,0.034934434532193644,0.0710247701098764,1729
83,25.76029205501684,0.0794064506854998,0.20529077073496213,1729
84,22.45294727336509,0.06993669258385998,0.183425721394233,1729
85,-18.380248934415313,0.03348695640251677,0.009037682644771184,1729
86,-11.957045956915415,0.01896875626873684,0.004229536713283965,1729
87,-14.9490484778004,0.026630790584058258,0.005913375408964073,1729
88,-21.494968549346588,0.0400384515026669,0.012319302080443401,1729
89,0.3062514396665392,0.009316203126162392,0.0073212088946110285,1729
90,-3.1545448829953813,0.004292277503860794,0.0026805779815646568,1729
91,17.821606899692192,0.05682980762783086,0.15839240793849077,1729
92,0.03311138442939665,0.008325974204572043,0.006548511941615542,1729
93,-5.111252476802868,0.005273984078410121,0.0026111441490741702,1729
94,21.715538387285797,0.06783646112538524,0.17893035259300372,1729
95,-2.256255500552488,0.004992856847369393,0.004456739202973679,1729
96,-20.907772362718703,0.03878449635045905,0.011674741505302615,1729
97,-6.993296951912647,0.007994223589844874,0.0027523560937201623,1729
98,-2.1020375369569493,0.005161334731776447,0.0040155626884433,1729
99,-11.549779326311185,0.017942625452367203,0.004069812545120506,1729
100,-10.7558435047645,0.015987121827298167,0.003774038951399303,1729
